0.20649337768554688,33.3%,
0.20600509643554688,26.8%,
0.20695877075195312,26.8%,
0.20667648315429688,35.5%,
0.20641708374023438,26.9%,
0.20623779296875,25.9%,
0.20747756958007812,27.7%,
0.20622634887695312,30.3%,
0.20724105834960938,35.1%,
0.20655059814453125,26.4%,
0.20666122436523438,30.2%,
0.20751190185546875,26.5%,
0.20767593383789062,27.0%,
0.20830535888671875,30.7%,
0.208740234375,26.8%,
0.20981979370117188,26.0%,
0.2096405029296875,26.3%,
0.21055984497070312,26.5%,
0.212432861328125,27.3%,
0.21234512329101562,29.1%,
0.21256256103515625,42.0%,
0.21429824829101562,27.6%,
0.21503448486328125,27.9%,
0.2150115966796875,27.4%,
0.21512603759765625,45.6%,
0.2159271240234375,25.4%,
0.21647262573242188,26.0%,
0.21615219116210938,31.4%,
0.2176513671875,27.1%,
0.21779251098632812,26.4%,
0.21772003173828125,26.7%,
0.21844863891601562,34.6%,
0.21880340576171875,38.0%,
0.22028732299804688,26.3%,
0.22403717041015625,32.3%,
0.22510147094726562,26.5%,
0.22558212280273438,55.7%,
0.2262115478515625,30.6%,
0.22646331787109375,27.2%,
0.227630615234375,35.0%,
0.24435806274414062,25.7%,
0.24439620971679688,26.6%,
0.24907684326171875,38.1%,
0.2493743896484375,27.7%,
0.24824905395507812,27.8%,
0.24869537353515625,27.2%,
0.2501792907714844,25.7%,
0.24988174438476562,26.0%,
0.25116729736328125,25.4%,
0.25330352783203125,25.7%,
0.252227783203125,25.7%,
0.2561454772949219,25.5%,
0.2550811767578125,29.8%,
0.2560882568359375,25.6%,
0.25579833984375,26.1%,
0.26210784912109375,42.6%,
